dataset,DouBanDatasets_RedundancyCut/Douban_202t_217w_6r
ALPHA,0.1
G_Size,5
Iteration Count,102
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.009595138228954992
3.1,0.0
3.2,0.0
3.3,0.020107835478127632
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0
3.9,0.1349452342320367
4.0,0.18438192072533938
4.1,0.0
4.2,0.09297371341336745
4.3,0.0
4.4,0.0
4.5,0.20565778517823852
4.6,0.0
4.7,0.24645814749763606
4.8,0.10588022524629537
4.9,0.0
5.0,0.0
