entity,num
0.0,0.039076376554174605
1.0,3
2.0,5
3.000000000000075,0.041740674955595594
4.0,4
5.000000000000043,5
6.00000000000015,4
7.000000000000189,0.04262877442273594
8.0,3
8.999999999999906,3
10.000000000000085,5
10.999999999999908,4
12.0000000000003,5
13.000000000000515,3
14.000000000000378,0.0417406749555956
15.00000000000016,4
16.0,4
17.000000000000004,4
17.99999999999981,4
19.000000000000416,3
20.00000000000017,0.049733570159858596
21.000000000000064,0.043516873889876254
21.999999999999815,5
23.000000000000735,4
24.0000000000006,4
25.000000000000615,0.05062166962699892
26.00000000000103,5
27.000000000000842,5
28.000000000000757,5
29.000000000000554,3
30.00000000000032,5
31.00000000000011,4
32.0,4
32.99999999999979,4
34.00000000000001,5
34.99999999999978,5
35.99999999999962,4
36.99999999999939,5
38.00000000000083,5
39.000000000000625,3
40.00000000000034,0.04618117229129726
41.00000000000042,0.04795737122557792
42.00000000000013,3
42.99999999999991,5
43.99999999999963,0.046181172291297264
45.000000000001634,4
46.00000000000147,5
47.00000000000137,5
48.0000000000012,5
49.000000000001336,3
50.00000000000123,5
51.000000000001044,4
52.00000000000206,5
53.00000000000185,5
54.000000000001684,5
55.000000000001464,5
56.00000000000151,3
57.00000000000128,5
58.00000000000111,5
59.000000000000874,3
60.00000000000064,0.05328596802841992
61.000000000000405,5
62.00000000000022,4
63.00000000000024,4
64.0,3
64.99999999999993,5
65.99999999999957,0.05328596802841992
67.00000000000063,3
68.00000000000001,5
69.00000000000038,4
69.99999999999956,0.04529307282415693
71.0000000000003,5
71.99999999999925,4
73.00000000000001,4
73.99999999999878,4
75.00000000000308,3
76.00000000000166,4
77.00000000000271,4
78.00000000000125,3
79.00000000000246,3
80.00000000000068,3
81.00000000000205,4
82.00000000000084,4
83.00000000000236,4
84.00000000000026,5
85.00000000000193,3
85.99999999999982,5
87.00000000000163,3
87.99999999999926,5
89.00000000000121,5
90.00000000000327,4
91.00000000000075,5
92.00000000000294,4
93.00000000000044,2
94.00000000000274,4
94.99999999999999,5
96.0000000000024,5
97.00000000000014,4
98.00000000000267,4
98.99999999999967,5
100.00000000000246,0.04440497335701659
100.99999999999933,4
102.00000000000209,4
102.99999999999885,4
104.00000000000412,5
105.00000000000078,4
106.0000000000037,4
107.00000000000026,4
108.00000000000337,5
108.99999999999984,3
110.00000000000293,4
110.99999999999932,3
112.00000000000303,4
112.99999999999933,4
114.00000000000256,4
114.9999999999989,4
116.00000000000222,4
116.99999999999837,4
118.00000000000175,4
119.00000000000522,5
120.00000000000128,4
121.00000000000482,4
122.00000000000081,4
123.00000000000452,5
124.00000000000044,4
125.00000000000414,4
126.00000000000048,4
127.00000000000419,5
128.0,3
129.00000000000375,4
129.99999999999986,4
131.00000000000307,4
131.99999999999915,3
133.000000000003,4
134.00000000000125,4
135.00000000000364,4
136.00000000000003,4
137.000000000004,5
138.00000000000077,5
139.0000000000024,4
139.99999999999912,5
141.00000000000364,5
142.0000000000006,5
143.00000000000148,4
143.9999999999985,5
145.00000000000279,4
146.00000000000003,4
147.00000000000026,5
147.99999999999756,4
149.00000000000185,4
150.00000000000617,5
151.0000000000038,4
152.00000000000333,5
153.00000000000097,4
154.00000000000543,5
155.0000000000033,1
156.0000000000025,3
157.0000000000004,5
158.00000000000492,5
159.00000000000304,3
160.00000000000136,5
160.99999999999952,5
162.0000000000041,5
163.00000000000247,5
164.00000000000168,4
165.00000000000009,4
166.00000000000472,4
167.00000000000338,3
168.0000000000005,4
168.99999999999915,4
170.00000000000387,5
171.00000000000304,4
171.99999999999963,4
172.9999999999985,5
174.00000000000327,4
175.00000000000236,5
175.99999999999852,5
176.99999999999756,4
178.00000000000242,4
179.0000000000073,5
180.00000000000654,4
181.00000000000216,4
182.0000000000015,4
183.00000000000645,5
184.00000000000588,4
185.00000000000108,5
186.00000000000088,4
187.00000000000588,3
188.00000000000549,4
189.00000000000034,5
189.99999999999997,5
191.00000000000506,5
192.0000000000048,4
193.00000000000048,4
194.00000000000028,0.0444049733570166
195.0000000000054,4
196.00000000000534,3
196.99999999999937,5
197.99999999999935,4
199.0000000000045,0.052397868561279586
200.00000000000492,5
200.99999999999852,3
201.99999999999866,5
203.00000000000384,5
204.00000000000418,5
204.9999999999974,4
205.9999999999977,4
207.00000000000293,4
208.00000000000824,4
209.00000000000867,4
210.00000000000156,4
211.000000000002,5
212.0000000000074,5
213.00000000000796,4
214.0000000000005,5
215.00000000000136,5
216.00000000000674,4
217.00000000000742,5
217.9999999999997,5
219.00000000000045,5
220.00000000000585,3
221.00000000000668,5
221.99999999999864,5
223.0000000000006,3
224.00000000000605,4
225.000000000007,5
225.99999999999866,4
226.99999999999966,5
228.00000000000512,5
229.0000000000062,4
229.9999999999978,5
230.99999999999892,5
232.00000000000443,4
233.0000000000056,5
233.99999999999673,3
234.99999999999795,4
236.0000000000035,4
237.00000000000912,5
238.00000000001043,5
239.00000000000122,4
240.00000000000256,5
241.0000000000082,5
242.00000000000963,4
243.0000000000002,5
244.00000000000162,5
245.00000000000753,5
246.00000000000904,4
246.99999999999935,4
248.00000000000088,5
249.00000000000662,5
250.00000000000827,3
250.99999999999832,4
252.00000000000097,5
253.00000000000668,4
254.00000000000838,4
254.99999999999824,5
256.0,4
257.00000000000574,5
258.0000000000075,4
258.99999999999756,4
259.9999999999997,4
261.0000000000044,5
262.00000000000614,4
262.9999999999964,5
263.9999999999983,5
265.00000000000404,5
266.000000000006,5
267.00000000001194,4
268.0000000000025,4
269.00000000000466,3
270.0000000000073,0.04351687388987627
271.0000000000094,4
272.00000000000006,0.03197158081705194
273.00000000000216,4
274.000000000008,4
275.00000000001046,4
276.00000000000153,4
277.00000000000387,4
278.0000000000048,5
279.000000000007,4
279.99999999999824,4
281.00000000000045,5
282.0000000000073,4
283.0000000000096,4
284.0000000000012,4
285.00000000000364,5
286.00000000000296,5
287.00000000000534,5
287.999999999997,4
288.99999999999966,4
290.00000000000557,4
291.000000000008,4
292.00000000000006,4
293.00000000000273,0.051509769094139256
294.0000000000005,0.04262877442273594
295.00000000000296,5
295.9999999999951,4
297.0000000000011,0.04351687388987626
298.0000000000037,0.0444049733570166
299.00000000000966,4
300.00000000001234,5
301.00000000000483,4
302.0000000000076,5
303.0000000000038,5
304.00000000000665,4
304.9999999999992,5
306.00000000000193,5
307.00000000000796,5
308.00000000001086,4
