dataset,GoodReadsDatasets_SWTest/GoodReads_4275_309t
ALPHA,0.1
G_Size,5
Iteration Count,175
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.006493317336006904
3.3,0.0
3.4,0.020547750569237765
3.5,0.023564607505735892
3.6,0.06033482483901568
3.7,0.05179322851776972
3.8,0.17528366001272738
3.9,0.08552232185020156
4.0,0.1744060657566893
4.1,0.12052573826133053
4.2,0.06960699213990401
4.3,0.0991977059518831
4.4,0.06348251873370951
4.5,0.015971090307923232
4.6,0.03327017821786055
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
