dataset,DouBanDatasets_RedundancyCut/Douban_202t_332w_8r
ALPHA,0.1
G_Size,5
Iteration Count,105
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.009902317901011789
3.3,5.394253332135417e-10
3.4,0.0
3.5,0.0
3.6,0.0198128508327332
3.7,0.0
3.8,0.0
3.9,0.056296300912491465
4.0,0.07488148654698783
4.1,0.18476028904818478
4.2,0.0
4.3,0.05816824203571812
4.4,0.10651340625360296
4.5,0.0
4.6,0.18523527927932368
4.7,0.0
4.8,0.2853578347209147
4.9,0.01907199192960245
5.0,0.0
