dataset,DouBanDatasets_RedundancyCut/Douban_202t_197w_5r
ALPHA,0.1
G_Size,5
Iteration Count,82
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.00495049368024868
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.011649867484513667
3.3,0.008155018387091198
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.11472262699903464
3.9,0.027248147286220974
4.0,0.16759955590884928
4.1,0.011453747670281558
4.2,0.04284884114669618
4.3,0.0
4.4,0.0
4.5,0.39726578361792597
4.6,0.0
4.7,0.0
4.8,0.17136692928998348
4.9,0.04273898852914793
5.0,0.0
