entity,num
0.0,0.1062289408717204
1.0,5
2.0,5
3.000000000000001,5
4.0,5
5.000000000000015,5
6.000000000000002,5
7.000000000000028,5
8.0,5
9.000000000000059,5
10.00000000000003,4
10.999999999999963,5
12.000000000000004,5
13.000000000000004,5
14.000000000000057,0.10045721938562305
15.000000000000012,5
16.0,5
17.00000000000006,5
18.000000000000117,5
19.000000000000128,4
20.00000000000006,5
20.99999999999998,5
21.999999999999925,5
23.000000000000124,5
24.000000000000007,5
25.000000000000163,5
26.000000000000007,4
27.00000000000016,5
28.000000000000114,5
28.999999999999872,5
30.000000000000025,4
30.99999999999995,5
32.0,5
32.99999999999999,5
34.00000000000012,5
35.0000000000001,5
36.000000000000234,4
37.00000000000014,5
38.000000000000256,5
39.00000000000025,5
40.00000000000012,5
41.0,5
41.99999999999996,5
43.00000000000032,5
43.99999999999985,5
45.000000000000234,5
46.00000000000025,5
46.999999999999936,5
48.000000000000014,5
48.99999999999979,5
50.00000000000033,5
51.00000000000011,5
52.000000000000014,5
52.999999999999716,4
54.00000000000032,5
55.000000000000064,4
56.00000000000023,5
57.0,5
57.999999999999744,4
59.000000000000306,5
60.00000000000005,5
61.00000000000025,5
61.9999999999999,5
63.00000000000057,5
64.0,3
65.00000000000021,5
65.99999999999999,4
67.00000000000068,5
68.00000000000024,4
68.99999999999936,4
70.0000000000002,5
70.99999999999987,5
72.00000000000047,4
72.99999999999983,4
74.00000000000028,5
74.99999999999972,5
76.00000000000051,4
77.00000000000007,5
78.0000000000005,4
79.00000000000017,4
80.00000000000024,4
80.99999999999983,5
82.0,4
82.99999999999997,4
83.99999999999991,5
84.9999999999997,4
86.00000000000064,4
87.0000000000004,5
87.9999999999997,5
89.0000000000003,5
90.00000000000047,5
91.00000000000098,5
92.0000000000005,5
92.99999999999956,5
93.99999999999987,5
95.0000000000003,4
96.00000000000003,5
97.00000000000027,5
97.99999999999957,4
99.00000000000088,5
100.00000000000065,5
100.99999999999989,4
102.00000000000021,5
103.0000000000006,5
104.00000000000003,4
105.00000000000038,5
105.99999999999943,4
107.00000000000014,5
108.00000000000064,4
109.00000000000027,5
110.00000000000013,5
110.99999999999955,4
112.00000000000045,5
113.00000000000075,5
114.0,4
114.99999999999987,5
115.99999999999949,5
117.00000000000034,4
118.00000000000061,4
118.9999999999996,4
120.0000000000001,4
121.00000000000088,4
122.0000000000005,5
123.00000000000018,5
123.9999999999998,4
125.0000000000006,4
126.00000000000114,5
127.00000000000013,5
128.0,5
128.99999999999957,4
130.00000000000043,4
131.0000000000007,5
131.99999999999997,4
132.99999999999898,5
134.00000000000136,4
135.00000000000045,0.09338761001813632
136.00000000000048,5
136.99999999999994,5
137.99999999999872,5
139.00000000000102,5
140.0000000000004,5
140.9999999999992,5
141.99999999999974,5
143.00000000000065,5
144.00000000000094,5
145.00000000000043,5
145.99999999999966,5
147.00000000000142,5
148.00000000000057,5
149.00000000000068,4
149.99999999999943,4
150.99999999999918,5
152.00000000000102,5
152.9999999999999,5
154.00000000000014,5
154.99999999999997,5
156.000000000001,4
157.00000000000134,4
158.00000000000034,5
158.99999999999955,4
160.00000000000048,4
161.00000000000043,4
161.99999999999966,5
163.00000000000048,4
164.0,5
165.0000000000008,5
165.99999999999994,5
167.00000000000034,4
167.99999999999983,5
169.00000000000023,5
169.9999999999994,5
171.00000000000063,5
172.00000000000128,4
173.00000000000043,5
174.0000000000008,5
175.00000000000026,5
175.9999999999994,4
177.00000000000026,5
178.0000000000006,5
178.9999999999998,4
180.00000000000094,4
181.00000000000054,4
182.00000000000196,5
183.0000000000009,5
184.000000000001,5
184.99999999999955,4
185.99999999999912,5
186.99999999999932,5
187.99999999999974,5
189.00000000000176,4
190.0000000000006,4
191.00000000000045,5
192.00000000000006,5
193.00000000000054,5
194.00000000000054,4
195.00000000000034,4
195.99999999999915,3
196.99999999999886,0.10064024869211209
198.00000000000176,4
199.00000000000145,5
200.0000000000013,4
201.0000000000003,4
