3.532835741109681127e-01,2.614201123306467700e-01,8.317427559516743507e-02,-3.792991051142433068e-01,3.519467876618052882e-02,4.551752089167721005e-02,-2.059766388324698605e-01,1.455175208757983341e-01,1.818461214913641433e-02,-3.570165507728613186e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.120482433620409501e-01,4.237591770483747911e-02,-2.651107364289695054e-02,1.806884185188843139e-01,2.886997902920320214e-01,-2.191716894440868396e-02,4.334074941492238597e-02,5.664165516333868194e-02,-6.431746798759641059e-01,3.146112497863032265e-02,-4.775972965222032712e-02,-1.158932473191959939e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.923076923076926237e-01,7.692307692307673306e-02,-2.692307692307693290e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.265111656081002733e-01,2.803089696887020588e-01,2.230215542325732214e-02,-1.611499621020953676e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.380928548092882034e-02,-1.140711920834910909e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.399573756623365139e-01,7.287992382113656076e-02,-1.576165027054251405e-02,-1.613790728168436328e-02,-2.497284523813297352e-01,7.083407703638361363e-02,2.839650717682425385e-01,-1.005143781362537597e-01,-2.773999597917818360e-01,-1.670690984903110410e-01,-2.770354523123954790e-02,2.866785432950435530e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.945460176745761327e-02,-2.693280877129254972e-02,-3.777668493298327324e-01,1.450019278808410417e-01,-1.986561753808191444e-01,1.844521130855129032e-01,2.000982664650008402e-02,-2.549901644825318670e-01,4.950111407550603082e-01,3.199857010190396700e-01,-2.866601096550213668e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.095566111882697147e-01,8.094939898540577661e-02,2.617109339127107748e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.261710933919508448e-01,7.626502541964194637e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.736319677555848137e-02,-3.467661709679365489e-01,3.860696408572185656e-01,1.940297419237905704e-02,2.895522306322421136e-01,-1.604477693557155304e-01,0.000000000000000000e+00,-1.604477085826291061e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.095677640244891282e-02,3.095677640244888507e-02,0.000000000000000000e+00,-9.964305096954295671e-02,1.889396278558826137e-01,1.412044362183234592e-01,-2.406770968827930957e-01,2.366748194936560690e-01,0.000000000000000000e+00,-2.884122885204239983e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.731085380902134985e-02,1.249237907739749326e-01,2.424576618911336301e-01,0.000000000000000000e+00,-1.377403579119461097e-01,-1.867360358554513433e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.021591270673247343e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.725354472451200549e-01,-1.099594888627214440e-02,4.301880635972924471e-01,-2.936018568172883425e-01,-1.957757698615132935e-01,-2.178336357031422366e-01,0.000000000000000000e+00,3.674547054895802717e-02,0.000000000000000000e+00,-2.283396015845707838e-01,2.281372736161757508e-01,-1.210594421547594446e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.409262057951158664e-01,9.242498566031433216e-02,9.319855939680930790e-02,-1.347078266292412452e-01,-1.937905830901236193e-02,-1.937973719542823714e-02,-1.556678760347401935e-01,-1.806678689691846584e-01,-8.281682666604257836e-02,4.128880885578724569e-01,-1.306694170792414567e-01,-1.161492285272213432e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.749120791552106202e-01,-7.292922021536932253e-02,-1.158814786116116324e-01,-1.205408228890324507e-01,-3.465108627309743117e-02,-1.003676717633961157e-03,1.787228770338217254e-02,2.869929785415567536e-01,2.541659717737521085e-02,7.671050383370012216e-02,4.686988031467903548e-02,6.605611629126248441e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
