xxx,xxx
0,0.009259259259259259
1,0.0023148148148148147
2,0.041666666666666664
3,0.006944444444444444
4,0.009259259259259259
5,0.006944444444444444
6,0.011574074074074073
7,0.0023148148148148147
8,0.027777777777777776
9,0.006944444444444444
10,0.020833333333333332
11,0.006944444444444444
12,0.013888888888888888
13,0.0023148148148148147
14,0.009259259259259259
15,0.004629629629629629
16,0.0023148148148148147
17,0.009259259259259259
18,0.009259259259259259
19,0.004629629629629629
20,0.0023148148148148147
21,0.011574074074074073
22,0.009259259259259259
23,0.018518518518518517
24,0.03009259259259259
25,0.03935185185185185
26,0.004629629629629629
27,0.0023148148148148147
28,0.018518518518518517
29,0.011574074074074073
30,0.0023148148148148147
31,0.07175925925925926
32,0.06481481481481481
33,0.013888888888888888
34,0.009259259259259259
35,0.020833333333333332
36,0.006944444444444444
37,0.0023148148148148147
38,0.004629629629629629
39,0.0023148148148148147
40,0.013888888888888888
41,0.009259259259259259
42,0.006944444444444444
43,0.011574074074074073
44,0.013888888888888888
45,0.041666666666666664
46,0.013888888888888888
47,0.03935185185185185
48,0.006944444444444444
49,0.013888888888888888
50,0.006944444444444444
51,0.0023148148148148147
52,0.009259259259259259
53,0.011574074074074073
54,0.05555555555555555
55,0.06018518518518518
56,0.05324074074074074
57,0.004629629629629629
58,0.013888888888888888
59,0.009259259259259259
60,0.009259259259259259
61,0.004629629629629629
62,0.013888888888888888
63,0.006944444444444444
64,0.0023148148148148147
65,0.0023148148148148147
66,0.032407407407407406
67,0.0023148148148148147
68,0.016203703703703703
69,0.016203703703703703
70,0.020833333333333332
71,0.011574074074074073
72,0.0023148148148148147
73,0.0023148148148148147
74,0.03009259259259259
75,0.009259259259259259
76,0.02546296296296296
77,0.05092592592592592
78,0.013888888888888888
79,0.08333333333333333
80,0.013888888888888888
81,0.004629629629629629
82,0.0023148148148148147
83,0.03935185185185185
84,0.009259259259259259
85,0.004629629629629629
86,0.013888888888888888
87,0.020833333333333332
88,0.034722222222222224
89,0.09027777777777778
90,0.037037037037037035
91,0.0023148148148148147
92,0.09027777777777778
93,0.020833333333333332
94,0.013888888888888888
95,0.0023148148148148147
96,0.006944444444444444
97,0.02546296296296296
98,0.011574074074074073
99,0.07175925925925926
100,0.004629629629629629
101,0.013888888888888888
102,0.006944444444444444
103,0.023148148148148147
104,0.006944444444444444
105,0.016203703703703703
106,0.006944444444444444
107,0.02546296296296296
108,0.016203703703703703
109,0.004629629629629629
110,0.009259259259259259
111,0.009259259259259259
112,0.004629629629629629
113,0.013888888888888888
114,0.006944444444444444
115,0.004629629629629629
116,0.004629629629629629
117,0.009259259259259259
118,0.0023148148148148147
119,0.013888888888888888
120,0.006944444444444444
121,0.0023148148148148147
122,0.013888888888888888
123,0.0023148148148148147
124,0.009259259259259259
125,0.018518518518518517
126,0.0023148148148148147
127,0.004629629629629629
128,0.0023148148148148147
129,0.016203703703703703
130,0.0023148148148148147
131,0.0023148148148148147
132,0.009259259259259259
133,0.0023148148148148147
134,0.02546296296296296
135,0.02546296296296296
136,0.009259259259259259
137,0.004629629629629629
138,0.006944444444444444
139,0.011574074074074073
140,0.19444444444444445
141,0.011574074074074073
142,0.011574074074074073
143,0.006944444444444444
144,0.041666666666666664
145,0.04398148148148148
146,0.004629629629629629
147,0.011574074074074073
148,0.011574074074074073
149,0.14351851851851852
150,0.05092592592592592
151,0.0023148148148148147
152,0.0023148148148148147
153,0.046296296296296294
154,0.016203703703703703
155,0.009259259259259259
156,0.032407407407407406
157,0.004629629629629629
158,0.006944444444444444
159,0.009259259259259259
160,0.009259259259259259
161,0.006944444444444444
162,0.0023148148148148147
163,0.009259259259259259
164,0.006944444444444444
165,0.018518518518518517
166,0.05092592592592592
167,0.12268518518518519
168,0.1550925925925926
169,0.09259259259259259
170,0.037037037037037035
171,0.004629629629629629
172,0.023148148148148147
173,0.05324074074074074
174,0.004629629629629629
175,0.0023148148148148147
176,0.06018518518518518
177,0.018518518518518517
178,0.03009259259259259
179,0.0023148148148148147
180,0.07175925925925926
181,0.011574074074074073
182,0.004629629629629629
183,0.013888888888888888
184,0.011574074074074073
185,0.08101851851851852
186,0.09953703703703703
187,0.020833333333333332
188,0.006944444444444444
189,0.004629629629629629
190,0.013888888888888888
191,0.016203703703703703
192,0.0023148148148148147
193,0.004629629629629629
194,0.013888888888888888
195,0.006944444444444444
196,0.07407407407407407
197,0.009259259259259259
198,0.12268518518518519
199,0.04861111111111111
200,0.004629629629629629
201,0.006944444444444444
202,0.11574074074074074
203,0.05092592592592592
204,0.06018518518518518
205,0.034722222222222224
206,0.027777777777777776
207,0.0625
208,0.18055555555555555
209,0.011574074074074073
210,0.004629629629629629
211,0.011574074074074073
212,0.013888888888888888
213,0.011574074074074073
214,0.011574074074074073
215,0.16435185185185186
216,0.013888888888888888
217,0.09490740740740741
218,0.018518518518518517
219,0.0023148148148148147
220,0.05324074074074074
221,0.006944444444444444
222,0.004629629629629629
223,0.04861111111111111
224,0.018518518518518517
225,0.09953703703703703
226,0.1412037037037037
227,0.013888888888888888
228,0.13657407407407407
229,0.06712962962962964
230,0.09490740740740741
231,0.011574074074074073
232,0.04398148148148148
233,0.004629629629629629
234,0.011574074074074073
235,0.006944444444444444
236,0.009259259259259259
237,0.004629629629629629
238,0.011574074074074073
239,0.032407407407407406
240,0.006944444444444444
241,0.009259259259259259
242,0.0023148148148148147
243,0.009259259259259259
244,0.04861111111111111
245,0.09953703703703703
246,0.018518518518518517
247,0.009259259259259259
248,0.09722222222222222
249,0.006944444444444444
250,0.016203703703703703
251,0.0023148148148148147
252,0.0023148148148148147
253,0.009259259259259259
254,0.125
255,0.08101851851851852
256,0.009259259259259259
257,0.006944444444444444
258,0.03009259259259259
259,0.004629629629629629
260,0.08333333333333333
261,0.020833333333333332
262,0.0023148148148148147
263,0.0023148148148148147
264,0.0023148148148148147
265,0.011574074074074073
266,0.006944444444444444
267,0.013888888888888888
268,0.016203703703703703
269,0.011574074074074073
270,0.006944444444444444
271,0.009259259259259259
272,0.009259259259259259
273,0.020833333333333332
274,0.013888888888888888
275,0.006944444444444444
276,0.037037037037037035
277,0.006944444444444444
278,0.04398148148148148
279,0.018518518518518517
280,0.0023148148148148147
281,0.02546296296296296
282,0.0023148148148148147
283,0.016203703703703703
284,0.011574074074074073
285,0.046296296296296294
286,0.0023148148148148147
287,0.023148148148148147
288,0.006944444444444444
289,0.013888888888888888
290,0.0023148148148148147
291,0.004629629629629629
292,0.009259259259259259
293,0.006944444444444444
294,0.020833333333333332
295,0.006944444444444444
296,0.016203703703703703
297,0.023148148148148147
298,0.0023148148148148147
299,0.009259259259259259
300,0.0023148148148148147
301,0.009259259259259259
302,0.004629629629629629
303,0.0023148148148148147
304,0.009259259259259259
305,0.03009259259259259
306,0.009259259259259259
307,0.06481481481481481
308,0.21296296296296297
309,0.06018518518518518
310,0.023148148148148147
311,0.03009259259259259
312,0.0023148148148148147
313,0.004629629629629629
314,0.020833333333333332
315,0.032407407407407406
316,0.06481481481481481
317,0.032407407407407406
318,0.0023148148148148147
319,0.05324074074074074
320,0.006944444444444444
321,0.027777777777777776
322,0.013888888888888888
323,0.04398148148148148
324,0.023148148148148147
325,0.004629629629629629
326,0.0023148148148148147
327,0.032407407407407406
328,0.004629629629629629
329,0.03935185185185185
330,0.018518518518518517
331,0.006944444444444444
332,0.013888888888888888
333,0.016203703703703703
334,0.034722222222222224
335,0.018518518518518517
336,0.12268518518518519
337,0.06018518518518518
338,0.0023148148148148147
339,0.0023148148148148147
340,0.10185185185185185
341,0.0023148148148148147
342,0.004629629629629629
343,0.020833333333333332
344,0.020833333333333332
345,0.023148148148148147
346,0.011574074074074073
347,0.10648148148148148
348,0.08101851851851852
349,0.09722222222222222
350,0.011574074074074073
351,0.03935185185185185
352,0.006944444444444444
353,0.046296296296296294
354,0.05555555555555555
355,0.011574074074074073
356,0.009259259259259259
357,0.03935185185185185
358,0.0763888888888889
359,0.011574074074074073
360,0.06712962962962964
361,0.0023148148148148147
362,0.0023148148148148147
363,0.013888888888888888
364,0.03009259259259259
365,0.14583333333333334
366,0.125
367,0.023148148148148147
368,0.11805555555555555
369,0.041666666666666664
370,0.013888888888888888
371,0.0023148148148148147
372,0.034722222222222224
373,0.06944444444444445
374,0.011574074074074073
375,0.009259259259259259
376,0.011574074074074073
377,0.11342592592592593
378,0.032407407407407406
379,0.018518518518518517
380,0.023148148148148147
381,0.027777777777777776
382,0.03935185185185185
383,0.004629629629629629
384,0.009259259259259259
385,0.018518518518518517
386,0.006944444444444444
387,0.08333333333333333
388,0.009259259259259259
389,0.0023148148148148147
390,0.05092592592592592
391,0.020833333333333332
392,0.02546296296296296
393,0.016203703703703703
394,0.0023148148148148147
395,0.006944444444444444
396,0.011574074074074073
397,0.0023148148148148147
398,0.0023148148148148147
399,0.020833333333333332
400,0.004629629629629629
401,0.013888888888888888
402,0.17824074074074073
403,0.009259259259259259
404,0.0023148148148148147
405,0.05787037037037037
406,0.02546296296296296
407,0.13425925925925927
408,0.19444444444444445
409,0.06018518518518518
410,0.03935185185185185
411,0.006944444444444444
412,0.013888888888888888
413,0.08564814814814815
414,0.0023148148148148147
415,0.0023148148148148147
416,0.0625
417,0.016203703703703703
418,0.020833333333333332
419,0.1111111111111111
420,0.004629629629629629
421,0.013888888888888888
422,0.027777777777777776
423,0.0023148148148148147
424,0.11805555555555555
425,0.004629629629629629
426,0.09722222222222222
427,0.0023148148148148147
428,0.0023148148148148147
429,0.03009259259259259
430,0.011574074074074073
431,0.10648148148148148
