dataset,DouBanDatasets_SWTest/Douban_5452w
ALPHA,0.1
G_Size,5
Iteration Count,18
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0049504950495049506
3.9,0.0
4.0,0.0
4.1,0.014738726103639245
4.2,0.1188708532992656
4.3,0.30679905429791
4.4,0.2528089029317091
4.5,0.24243599556840775
4.6,0.054445477699857935
4.7,0.004950495049701559
4.8,0.0
4.9,0.0
5.0,0.0
