dataset,GoodReadsDatasets_SWTest/GoodReads_3420_308t
ALPHA,0.1
G_Size,5
Iteration Count,44
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.008752090174043874
3.4,0.004686067961309674
3.5,0.03544815556676149
3.6,0.05976296951384095
3.7,0.06363586214402411
3.8,0.1497074338092766
3.9,0.14227924842982623
4.0,0.14804884032165636
4.1,0.11833158857387065
4.2,0.07544660376299375
4.3,0.08061871470565132
4.4,0.056105836805121316
4.5,0.03389829374976308
4.6,0.02327829448185573
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
