dataset,DouBanDatasets_RedundancyCut/Douban_202t_483w_11r
ALPHA,0.1
G_Size,5
Iteration Count,78
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.004950495049299355
3.2,0.0
3.3,0.0
3.4,7.522145656030844e-06
3.5,0.0049458920096614
3.6,0.0
3.7,0.0
3.8,0.03900159483022769
3.9,0.005722715612868608
4.0,0.06576422020059629
4.1,0.09130188380449791
4.2,0.09066728389563429
4.3,0.0
4.4,0.29724756961305354
4.5,0.0
4.6,0.006635515697859838
4.7,0.2714319319889866
4.8,0.08682512276098846
4.9,0.010867579744561857
5.0,0.024630672646101394
