entity,num
0.0,0.12177121771217786
1.0,5
2.0,5
3.0000000000000298,5
4.0,5
5.000000000000047,5
6.0000000000000595,5
7.000000000000021,5
8.0,5
9.0000000000001,4
10.000000000000094,4
11.000000000000014,5
12.000000000000119,5
12.999999999999991,5
14.000000000000043,0.11439114391143981
15.00000000000016,5
16.0,5
17.00000000000006,5
18.0000000000002,5
19.000000000000092,4
20.00000000000019,5
21.000000000000078,5
22.00000000000003,5
23.000000000000135,4
24.000000000000238,5
25.000000000000227,5
25.999999999999982,5
27.000000000000085,5
28.000000000000085,5
29.000000000000203,5
30.00000000000032,4
31.00000000000032,5
32.0,5
33.00000000000014,3
34.00000000000012,5
35.000000000000185,5
36.0000000000004,4
37.0000000000003,5
38.000000000000185,5
39.000000000000064,5
40.00000000000038,5
41.00000000000034,5
42.000000000000156,4
43.000000000000526,5
44.00000000000006,4
45.00000000000041,5
46.00000000000027,5
47.00000000000009,5
48.000000000000476,4
48.99999999999997,5
50.000000000000455,4
51.00000000000019,5
51.999999999999964,5
53.000000000000476,4
54.00000000000017,5
55.00000000000043,4
56.00000000000017,5
57.00000000000067,5
58.000000000000405,4
59.000000000000114,5
60.00000000000064,5
61.000000000000085,5
62.00000000000064,5
63.00000000000032,5
64.0,3
65.00000000000054,5
66.00000000000028,4
67.00000000000065,4
68.00000000000024,4
69.00000000000078,5
70.00000000000037,5
71.00000000000031,5
72.0000000000008,4
73.0000000000002,5
74.0000000000006,5
75.00000000000017,5
76.00000000000037,4
77.00000000000072,4
78.00000000000013,4
79.00000000000048,4
80.00000000000075,3
81.00000000000036,5
82.00000000000068,5
83.00000000000021,4
84.00000000000031,5
85.00000000000078,5
86.00000000000105,4
87.0000000000006,5
88.00000000000011,5
89.00000000000033,5
90.00000000000082,5
91.00000000000098,5
92.00000000000054,5
93.00000000000006,5
94.00000000000018,5
95.00000000000095,4
96.00000000000095,5
97.00000000000045,5
97.99999999999994,5
99.00000000000007,5
100.00000000000091,5
101.00000000000088,5
102.00000000000038,5
103.00000000000044,4
103.99999999999993,4
105.00000000000091,5
106.00000000000095,4
107.0000000000003,5
108.00000000000034,4
109.00000000000138,5
110.00000000000087,5
111.0000000000009,4
112.00000000000034,5
113.00000000000023,5
114.00000000000134,4
115.00000000000134,3
116.00000000000081,5
117.00000000000024,4
118.00000000000023,3
119.00000000000132,4
120.00000000000128,4
121.00000000000074,4
122.00000000000017,5
123.0000000000001,5
124.00000000000128,4
125.00000000000122,4
126.00000000000064,5
127.00000000000009,5
128.0,5
129.0000000000013,4
130.00000000000108,3
131.00000000000068,5
132.00000000000057,5
133.00000000000003,5
134.0000000000013,4
135.00000000000117,0.10332103321033272
136.00000000000048,5
137.0000000000003,5
138.00000000000156,4
139.00000000000094,5
140.00000000000074,5
141.00000000000085,4
142.00000000000063,5
143.00000000000176,5
144.0000000000016,5
145.000000000001,5
146.0000000000004,5
147.00000000000026,5
148.0000000000012,4
149.00000000000097,5
150.00000000000034,4
151.0000000000009,5
152.00000000000074,5
153.00000000000165,5
154.00000000000145,4
155.00000000000085,5
156.00000000000026,4
157.00000000000003,5
158.00000000000097,5
159.00000000000063,4
160.0000000000015,4
161.00000000000134,4
162.0000000000007,5
163.00000000000162,4
164.00000000000136,5
165.00000000000068,5
166.00000000000043,5
167.00000000000128,4
168.00000000000063,5
169.00000000000034,4
170.00000000000156,5
171.0000000000013,4
172.0000000000021,4
173.00000000000182,5
174.0000000000012,5
175.0000000000006,5
176.00000000000023,4
177.000000000001,4
178.00000000000065,5
179.0,5
180.00000000000165,4
181.00000000000134,4
182.00000000000196,5
183.00000000000165,5
184.00000000000108,5
185.00000000000043,4
186.0000000000001,5
187.00000000000077,4
188.00000000000037,5
189.00000000000222,4
190.0000000000019,4
191.00000000000128,5
192.0000000000019,5
193.00000000000156,4
194.0000000000009,4
195.00000000000054,4
195.9999999999999,3
197.00000000000048,0.1143911439114398
198.00000000000014,5
199.00000000000216,5
200.00000000000182,4
201.0000000000024,4
