entity,num
0.0,0.028612462853882806
1.0,4
2.0,4
3.000000000000008,0.03680309205921912
4.0,4
5.000000000000011,5
6.000000000000016,4
6.999999999999975,0.04090640888776743
8.0,3
8.999999999999984,2
10.000000000000021,5
10.999999999999993,5
12.000000000000032,4
13.000000000000005,5
13.99999999999995,0.04106844140433832
14.999999999999954,5
16.0,5
17.000000000000004,4
17.999999999999968,4
18.999999999999943,4
20.000000000000043,0.057738517448559304
21.000000000000004,0.045422470043209935
21.999999999999986,4
22.999999999999943,4
24.000000000000064,5
25.00000000000001,0.045346239588534135
26.00000000000001,5
26.999999999999947,5
27.9999999999999,4
29.000000000000018,3
29.999999999999908,5
30.99999999999992,4
32.0,3
32.99999999999995,4
34.00000000000001,5
35.00000000000003,5
35.999999999999936,4
37.00000000000008,4
37.999999999999886,5
38.99999999999998,4
40.000000000000085,0.049335574381325235
40.999999999999844,0.05336711978972272
42.00000000000001,3
42.99999999999987,5
43.99999999999997,0.05358593667280352
45.0,5
45.999999999999886,5
47.00000000000003,5
48.00000000000013,5
48.999999999999915,4
50.00000000000002,3
50.999999999999915,5
52.00000000000002,4
53.00000000000005,5
53.99999999999989,5
55.00000000000001,5
55.9999999999998,5
57.00000000000004,5
58.000000000000036,5
58.9999999999999,5
59.999999999999815,0.05722344976893183
61.00000000000016,5
61.99999999999984,4
62.999999999999915,5
64.0,4
64.99999999999996,4
65.9999999999999,0.04923293793026958
67.00000000000007,3
68.00000000000001,5
68.99999999999986,4
70.00000000000006,0.03681623820053645
71.00000000000011,3
71.99999999999987,4
72.99999999999964,3
74.00000000000016,4
74.99999999999984,4
75.99999999999977,4
77.00000000000001,2
77.99999999999996,5
78.9999999999997,4
80.00000000000017,3
80.99999999999997,2
81.99999999999969,5
83.00000000000016,4
84.00000000000001,4
84.9999999999998,4
85.99999999999974,5
86.99999999999994,5
87.99999999999994,5
88.99999999999972,5
90.0,4
90.9999999999999,3
91.99999999999977,4
93.00000000000009,2
94.00000000000006,4
94.99999999999966,5
96.00000000000026,4
96.99999999999999,5
97.99999999999983,4
98.99999999999963,5
100.00000000000004,0.04085006752687028
100.99999999999997,4
101.99999999999983,4
102.9999999999999,4
104.00000000000004,5
104.99999999999984,3
106.0000000000001,5
107.00000000000003,4
107.99999999999979,4
108.99999999999993,5
110.00000000000001,3
110.99999999999999,5
111.9999999999996,3
113.00000000000007,5
114.00000000000009,5
114.99999999999976,4
116.00000000000007,4
116.99999999999999,4
117.9999999999998,4
119.00000000000026,5
