dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_1227w_14r
ALPHA,0.1
G_Size,5
Iteration Count,45
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,5.010923627913818e-09
2.6,0.003236577434922637
2.7,0.0
2.8,0.0
2.9,0.0
3.0,7.059519384390654e-11
3.1,0.019745091252041113
3.2,9.888022353157019e-14
3.3,0.1056312946014692
3.4,5.267345969327117e-09
3.5,1.8648574742931648e-09
3.6,0.07538606709470791
3.7,3.2657368388900035e-10
3.8,0.12092471704691943
3.9,0.1120704649207368
4.0,0.10560804479628902
4.1,0.25368001151204983
4.2,0.010538128112079317
4.3,1.6282250843125746e-12
4.4,0.14943175966410155
4.5,5.7427999400211956e-11
4.6,0.0
4.7,0.04374783096522201
4.8,0.0
4.9,0.0
5.0,0.0
