dataset,DouBanDatasets_SWTest/Douban_3635w
ALPHA,0.1
G_Size,5
Iteration Count,25
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0049504950495049506
3.9,0.0
4.0,0.0
4.1,0.025178126661268636
4.2,0.1671832611180981
4.3,0.3606615354155131
4.4,0.27842111817241477
4.5,0.1140526686481346
4.6,0.04460230235832272
4.7,0.0049504925767394105
4.8,0.0
4.9,0.0
5.0,0.0
