worker_id,worker_social_influence
0,0.00021168501270110075
1,0.00021168501270110075
2,0.00021168501270110075
3,0.0023285351397121083
4,0.00021168501270110075
5,0.00021168501270110075
6,0.00021168501270110075
7,0.0004233700254022015
8,0.0004233700254022015
9,0.0004233700254022015
10,0.00021168501270110075
11,0.00021168501270110075
12,0.00021168501270110075
13,0.0010584250635055038
14,0.0023285351397121083
15,0.00021168501270110075
16,0.00021168501270110075
17,0.0004233700254022015
18,0.0021168501270110076
19,0.00021168501270110075
20,0.0006350550381033022
21,0.0023285351397121083
22,0.00021168501270110075
23,0.00021168501270110075
24,0.00021168501270110075
25,0.00021168501270110075
26,0.00021168501270110075
27,0.0004233700254022015
28,0.0006350550381033022
29,0.00021168501270110075
30,0.00021168501270110075
31,0.0004233700254022015
32,0.0006350550381033022
33,0.00021168501270110075
34,0.0014817950889077054
35,0.000846740050804403
36,0.00021168501270110075
37,0.0004233700254022015
38,0.000846740050804403
39,0.0006350550381033022
40,0.00021168501270110075
41,0.00021168501270110075
42,0.0004233700254022015
43,0.00021168501270110075
44,0.0004233700254022015
45,0.00021168501270110075
46,0.00021168501270110075
47,0.0006350550381033022
48,0.004233700254022015
49,0.0004233700254022015
50,0.0006350550381033022
51,0.00021168501270110075
52,0.001693480101608806
53,0.00021168501270110075
54,0.00021168501270110075
55,0.00021168501270110075
56,0.00021168501270110075
57,0.00021168501270110075
58,0.0004233700254022015
59,0.0010584250635055038
60,0.000846740050804403
61,0.0012701100762066045
62,0.0006350550381033022
63,0.0021168501270110076
64,0.001693480101608806
65,0.0010584250635055038
66,0.0010584250635055038
67,0.0023285351397121083
68,0.00021168501270110075
69,0.0004233700254022015
70,0.00021168501270110075
71,0.0004233700254022015
72,0.00021168501270110075
73,0.0014817950889077054
74,0.00021168501270110075
75,0.00021168501270110075
76,0.00021168501270110075
77,0.0006350550381033022
78,0.00021168501270110075
79,0.00021168501270110075
80,0.0023285351397121083
81,0.0014817950889077054
82,0.0006350550381033022
83,0.00021168501270110075
84,0.0006350550381033022
85,0.00021168501270110075
86,0.00021168501270110075
87,0.001905165114309907
88,0.00021168501270110075
89,0.0010584250635055038
90,0.0004233700254022015
91,0.0004233700254022015
92,0.00021168501270110075
93,0.0004233700254022015
94,0.0004233700254022015
