dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_406w_5r
ALPHA,0.1
G_Size,5
Iteration Count,107
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.009713674801677901
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0035918512027556483
2.8,0.0
2.9,0.021585503780370635
3.0,0.04164777306335041
3.1,0.03371676631741316
3.2,0.009007375117255915
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.17878043196611693
3.8,0.0
3.9,0.13475764383323582
4.0,0.09427973271724269
4.1,0.07592294338373422
4.2,0.18114050030887796
4.3,6.872453827653241e-13
4.4,0.0
4.5,0.0
4.6,0.0
4.7,0.0
4.8,0.20155371446259593
4.9,0.0
5.0,0.014302089044679167
