# 节点数  边数   ,12021  169147
6326,10582
6326,11971
6326,10040
6326,11996
6326,8500
6326,10387
6326,504
6326,10454
6326,8835
6326,9084
6326,9150
6326,4815
6326,9995
6326,11770
6326,3472
6326,2037
6326,8617
6326,598
6326,10737
6326,1582
6326,9971
6326,3128
6326,4930
6326,4305
6326,9977
6326,7151
6326,4915
6326,11308
6326,11157
6326,570
6326,8985
6326,3088
6326,9061
6326,3394
6326,1121
6326,5458
6326,8873
6326,788
6326,1209
6326,11291
6326,1698
6326,1162
6326,11353
6326,3698
6326,6644
6326,2070
6326,3409
6326,2769
6326,2038
6326,1909
6326,3469
6326,9014
6326,1017
6326,1185
6326,3285
6326,1972
6326,3275
6326,7082
6326,3292
6326,10121
6326,9680
6326,10333
6326,4325
6326,1457
6326,9662
6326,5390
6326,7429
6326,10246
6326,7888
6326,5583
6326,1308
6326,5296
6326,7839
6326,7771
6326,11189
6326,2662
6326,179
6326,4099
6326,9725
6326,8842
6326,8494
6326,1157
6326,2570
6326,8675
6326,115
6326,6852
6326,2456
6326,3303
6326,3109
6326,5477
6326,1569
6326,9951
6326,3327
6326,3274
6326,8790
6326,925
6326,3721
6326,4935
6326,9262
6326,8203
6326,10363
6326,8628
6326,2737
6326,7831
6326,1637
6326,4988
6326,7041
6326,8456
6326,8881
6326,3103
6326,4092
6326,4774
6326,1214
6326,1730
6326,11479
6326,9259
6326,6316
6326,7970
6326,1236
6326,2106
6326,5729
6326,6612
6326,7589
6326,7897
6326,9700
6326,10626
6326,1265
6326,4841
6326,1779
6326,7605
6326,8509
6326,8698
6326,6595
6326,11843
6326,1280
6326,1518
6326,625
6326,2317
6326,1725
6326,6603
6326,4816
6326,8119
6326,1782
6326,1006
6326,7022
6326,6683
6326,2407
6326,3448
6326,4109
6326,10631
6326,9203
6326,8291
6326,2102
6326,10064
6326,8829
6326,71
6326,8812
6326,2217
6326,5145
6326,8651
6326,1517
6326,2267
6326,7866
6326,8910
6326,11808
1147,5698
1147,11849
1147,347
1147,8943
1147,1037
1147,1391
1147,5961
1147,461
1147,5748
4214,4945
4214,9431
647,4133
647,8252
647,10593
647,1153
4826,150
11641,6523
11641,5309
11641,9009
3926,11885
3926,10408
3926,10645
3926,11392
3926,7909
3926,6443
7408,5344
7408,2957
7408,10152
7408,3434
7408,9950
7408,2249
7408,1104
9843,8027
9843,1500
9843,10103
9843,8297
9843,9342
9843,5573
8205,3249
8205,8514
641,8076
641,5193
641,12019
641,9540
641,6950
641,11850
641,7867
641,5622
641,7885
641,8187
641,10973
641,1888
641,11613
641,2379
641,4860
641,1717
641,11085
641,11633
641,3779
641,3049
641,8372
641,6822
641,698
641,2291
641,11447
641,11366
641,4671
641,8309
641,8196
641,8147
641,9862
641,8010
641,6902
641,11614
641,784
641,8216
641,815
641,6757
641,2290
641,717
641,5561
641,1289
641,8896
641,11785
641,9688
641,8150
641,1907
641,7014
641,5354
641,1055
641,6386
641,10717
641,11569
641,11632
641,5517
641,10964
641,2757
11110,7909
3035,12001
3035,8704
3035,3016
3035,8448
3035,4048
3035,2978
3035,2691
3035,3521
3035,423
3035,1638
3035,2240
3035,11744
3035,9282
3035,11690
3035,1484
3035,9478
3035,8889
3035,476
3035,9492
3035,2259
3035,5002
3035,5951
3035,12010
3035,9467
3035,11761
3035,6806
3035,11709
3035,8484
3035,4069
3035,5161
3035,5436
3035,3117
3035,11751
3035,1228
3035,11738
3035,10175
3035,9947
3035,11746
3035,8635
3035,8997
3035,10741
3035,5267
3035,9994
3035,1019
3035,9779
3035,9688
3035,1840
3035,7035
3035,11779
3035,1906
3035,3160
3035,1304
3035,3026
3035,10054
3035,10631
3035,8408
3035,5579
3035,2571
3035,1517
3035,7394
3035,7563
3035,797
9799,4059
9799,4196
9333,10071
8093,2970
446,2140
6054,3595
2576,1076
2576,3011
2576,12000
2576,4810
2576,742
2576,1858
2576,9526
2576,8642
2576,4043
2576,1600
2576,3199
2576,11815
2576,102
5369,3953
6141,5901
6141,1144
6141,8977
6141,2330
7413,8968
4540,4976
4540,9436
2255,7064
2255,10724
2706,3427
2706,8109
2706,6985
4932,4789
4932,6756
3125,2441
3125,3064
3125,3129
4261,9599
4261,8036
4261,10542
4261,6391
4261,9390
4261,7231
4261,1081
4261,9856
4261,3375
4261,2164
4261,3644
4261,10066
4261,6023
4261,5785
4261,11735
4261,11425
4261,4313
5901,9811
5901,1862
5901,3249
5901,5089
5901,1970
5901,8179
5901,6384
5901,8514
5901,419
5901,1304
5901,93
5901,8260
5901,1586
1275,2893
1275,9573
1275,1797
1275,5517
1275,1278
6089,11954
2374,192
4482,4394
4482,6519
3963,5450
3963,3639
3963,9984
3963,10190
3963,3119
4944,2334
4944,11561
4944,3921
11791,2741
10605,9343
10605,11167
5183,9736
5183,1046
5068,718
5659,7968
5659,9187
5659,7984
5659,6503
5659,10823
5659,9409
5659,10814
5659,7273
5659,7919
5659,8815
5659,8323
5659,10857
5659,10193
5659,3886
5659,5379
5659,4288
5659,8215
5659,9396
5659,1247
5659,8055
5659,8148
5659,5839
5659,5809
5659,7810
5659,3006
5659,9675
5659,6948
5659,4219
5659,4260
5659,6887
5659,9814
5659,5645
5659,9296
5659,2610
5659,10388
5659,829
5659,11526
5659,10624
5659,10656
5659,760
5659,9992
5659,2279
5659,8111
5659,6937
5659,10390
5659,11299
5659,2545
5659,8971
5659,5171
5659,9512
5659,11465
5659,8769
5659,6896
5659,7691
5659,7857
5659,9953
5659,9677
5659,7491
5659,9232
5659,2074
5659,4376
5659,5096
5659,1889
5659,10826
5659,11594
5659,9018
5659,2056
5659,486
5659,9249
5659,10649
5659,9599
5659,4821
5659,6489
5659,7932
5659,7015
5659,3553
5659,5971
5659,10380
5659,7103
5659,9993
5659,7727
5659,191
5659,9557
5659,2372
5659,8240
5659,10955
5659,7536
5659,9479
5659,6532
5659,2475
5659,6904
5659,5826
5659,727
5659,3427
5659,7044
5659,993
5659,8315
5659,11254
5659,7864
5659,10669
5659,10432
5659,10046
5659,4251
5659,11687
5659,1598
5659,11486
5659,4438
5659,7907
5659,11937
5659,1414
5659,10079
5659,10570
5659,8511
5659,10627
5659,11205
5659,5031
5659,9929
5659,6819
5659,3816
5659,796
5659,11817
5659,9211
5659,356
5659,9438
5659,8127
5659,7354
5659,4248
5659,7778
5659,5175
5659,6416
5659,5056
5659,1711
5659,4591
5659,8121
5659,2448
5659,5399
5659,1325
5659,7200
5659,11877
5659,3228
5659,1828
5659,4146
5659,8036
5659,10334
5659,10841
5659,9118
5659,9429
5659,10585
5659,7123
5659,5167
5659,5967
5659,11876
5659,2464
5659,6950
5659,4586
5659,8161
5659,5902
5659,5725
5659,438
5659,5921
5659,9808
5659,11656
5659,5520
5659,10635
5659,6924
5659,11920
5659,11181
5659,9305
5659,371
5659,11850
5659,4403
5659,4218
5659,10791
5659,11310
5659,4913
5659,10904
5659,4738
5659,9913
5659,7456
5659,2268
5659,6967
5659,11749
5659,10174
5659,6249
5659,3828
5659,801
5659,1155
5659,8077
5659,11490
5659,2386
5659,7946
5659,10911
5659,6446
5659,3334
5659,11141
5659,11564
5659,4210
5659,6971
5659,8969
5659,9448
5659,9260
5659,6910
5659,8092
5659,5076
5659,11727
5659,9605
5659,10952
5659,7065
5659,5338
5659,4339
