dataset,GoodReadsDatasets/GoodReads_309t_12021w
ALPHA,0.2
G_Size,5
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.012551935760668587
3.2,0.0
3.3,0.028031677089425583
3.4,0.007891096939393435
3.5,0.018044340814524162
3.6,0.039967454777825394
3.7,0.06781171284554878
3.8,0.1215722652811529
3.9,0.11446794894997547
4.0,0.13343519444284274
4.1,0.16791668149403768
4.2,0.11472277659275934
4.3,0.07213358362309522
4.4,0.06392619769968415
4.5,0.01322819819795761
4.6,0.003703997564495797
4.7,0.02059493792660836
4.8,0.0
4.9,0.0
5.0,0.0
