dataset,GoodReadsDatasets_SWTest/GoodReads_5415_309t
ALPHA,0.1
G_Size,5
Iteration Count,61
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.006472100129760765
3.2,0.0
3.3,0.0
3.4,0.017072254045490478
3.5,0.012440986720900323
3.6,0.0405721676492736
3.7,0.046960384094677024
3.8,0.16484149000197798
3.9,0.12388410025344918
4.0,0.14369045758575494
4.1,0.1415950316390844
4.2,0.07458970006960855
4.3,0.11223828653483407
4.4,0.03347888901177218
4.5,0.05414144137248993
4.6,0.028022710890921006
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
