-1.816438746433012841e-01,2.732700113625582961e-02,-1.166855767919000066e-02,-3.449476518153930804e-02,1.093199761952713955e-01,1.759555600414576260e-01,2.820553964230628763e-01,1.259019680577579473e-02,-9.401055678901983070e-02,-4.973622898053666149e-18,-1.463493435523979119e-02,3.346477919342738701e-03,-2.232588429238945110e-18,-1.463493435523978425e-02,-3.416326419727239161e-01,-2.937461584992280190e-18,1.452074215306372414e-17,1.483811390579803935e-01,-3.647072943164609528e-19,-5.496702616699586375e-02,-1.271166925309830616e-22,-1.463493435523980854e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.346477919342732629e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.055845063493969394e-02,1.397583219166887436e-01,7.677346953447636291e-02,1.479629589514131482e-01,-1.499256892476298918e-16,-1.526109067914513569e-02,-1.724408360495571224e-01,2.314617960762607839e-17,-2.400576752183799789e-01,3.835660190113630933e-17,-5.646370343486878385e-02,-3.300346219662571995e-02,1.348504797484512963e-01,-6.514942251997989098e-02,5.211717211890307841e-18,4.672237070904132483e-03,-3.041852732760731747e-18,7.407908902253275418e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.627881678084935585e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.093026453940382052e-02,1.414471184161232853e-01,1.214312091053759007e-01,7.566824912879302478e-02,4.782254156591306260e-02,-6.087267320395804010e-02,1.439201531840253456e-02,-5.547914193972617453e-02,-8.420777233881389379e-02,5.560894991098450091e-02,-7.775835914059225917e-02,1.660083328961188542e-02,1.567475644290502665e-02,-1.712828154558338617e-02,6.684653225089367753e-03,8.788902826296556697e-03,-2.279336423238827181e-02,-1.159461451008677868e-01,-3.496091428693040570e-02,5.632806242105269090e-02,2.871034254068851200e-03,4.864214607360434033e-03,-1.463882424218020985e-02,-5.847486141740550203e-02,-2.813670688422418437e-02,6.572384180048428982e-03,6.572384180048361328e-03
6.625614738140808702e-02,3.665853049490879756e-01,-1.166135454132190691e-01,-7.787526938766202445e-02,4.288076776274200520e-16,2.572818754384326168e-01,5.333578038867137217e-02,-5.495000853372480898e-02,-6.037205551805449599e-02,-4.856513114773548144e-17,7.830741183120729663e-18,-1.601794799729091556e-01,-3.905339261655302041e-18,-1.013790265163009783e-17,2.086398940364594732e-17,-3.657140004005449525e-19,-3.907373731255219494e-18,-4.837902684434047806e-02,0.000000000000000000e+00,-1.133426283495669873e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.117470941381232263e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.930556907947676426e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.930556907947676426e-01,-1.930556907947676426e-01,1.930556907947676148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.209338367061430386e-01,2.969750409574258287e-01,8.032486793933729663e-03,2.458067414328227868e-02,-2.493671971876420812e-01,-2.579402075347171919e-01,-1.460983849460987805e-01,4.366928012646718871e-02,4.592936079902599014e-03,3.702521904120432282e-17,1.371783987206502339e-02,3.712459875914620594e-02,1.080313848709648316e-17,2.077517001992511270e-02,5.685636521934576280e-18,-5.802844397870124404e-02,2.205307993331606302e-18,-2.374038030624603945e-01,2.077517001992507106e-02,2.053640447225690835e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.712459875914629615e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.995373835744737090e-02,-1.123968932468832893e-02,-2.690260351024920547e-17,9.346451325227333449e-18,3.742809806551820190e-02,-4.862082619180613861e-18,-4.325167062272752827e-02,1.862441692797376403e-18,1.625387754375610417e-19,2.298067627950194896e-19,-5.416116767478908883e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.474359708070824060e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.084030724124503853e-01,-2.218835992260619755e-02,1.213568797624734229e-16,1.898865496345324491e-02,1.115779514173373121e-01,2.197457831113239501e-01,1.391439846810779424e-01,2.113201620358851757e-02,1.898865496345321369e-02,5.706832026984621333e-18,1.797305724580662341e-17,6.786920657319155792e-18,-1.319386986335781071e-17,3.848925783040918758e-18,-3.810781277150077084e-01,-6.041073475348356517e-19,-3.257113362787968080e-20,1.410462573549150223e-01,0.000000000000000000e+00,1.410462573549149945e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.385098603592708533e-01,9.187444194000013442e-03,2.392303872401782550e-01,2.828089937356615402e-01,2.713769344356122271e-01,1.312416380665166193e-01,-2.316468990353125479e-01,2.308716857062742822e-01,-3.659461459737211042e-01,-3.367413533229287293e-17,-1.691395660920849003e-02,2.555184463123731375e-01,1.335938762410163357e-02,6.558683243305832300e-02,-2.555396017038224013e-02,-9.442678638983530159e-02,-3.149456403000672894e-02,1.887843584869292740e-02,5.009500215944642440e-03,-6.343967469456965325e-02,-2.155544238179480721e-18,-4.440336074205544215e-01,1.935014678936178939e-18,-2.820168435323554615e-03,1.030304167710261809e-03,-4.657183430969510582e-03,-4.657183430969501908e-03
4.139295449116676268e-02,9.777805856036647647e-02,4.962457487021338168e-03,-2.702511270972360671e-02,1.373213408132338553e-02,-4.686743936406847379e-17,5.638510406919990114e-02,-9.620571949636440301e-02,-2.702511270972361712e-02,2.484498302417241196e-17,-2.865687762373248924e-18,3.667589779825217167e-02,-2.033292631096860241e-17,3.326961015003158679e-03,-2.070227986655031286e-17,2.789595439253415523e-18,-1.365055193194329832e-18,-5.544847270531741423e-02,1.157485124958060511e-18,-5.544847270531745587e-02,1.007692538887824543e-18,0.000000000000000000e+00,0.000000000000000000e+00,3.326961015003177327e-03,3.572361809110179923e-03,0.000000000000000000e+00,0.000000000000000000e+00
