dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_1029w_12r
ALPHA,0.1
G_Size,5
Iteration Count,64
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.003329209369644787
2.8,0.0
2.9,2.1724732990299656e-14
3.0,0.00452617143085109
3.1,0.0407699546146846
3.2,0.0
3.3,0.0
3.4,0.09520589294142148
3.5,5.9383088426872734e-08
3.6,0.03958570103114427
3.7,0.0
3.8,0.15345493644649882
3.9,0.08878056656012996
4.0,0.14045224323822245
4.1,0.21513106327063647
4.2,0.04347220223864602
4.3,0.0
4.4,1.62774441779873e-07
4.5,0.13921344014390002
4.6,0.0
4.7,0.0
4.8,0.036078396556662194
4.9,0.0
5.0,0.0
