dataset,DouBanDatasets_SWTest/Douban_5816w
ALPHA,0.1
G_Size,5
Iteration Count,11
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0049504948208966195
3.9,2.2860833123217644e-10
4.0,0.0
4.1,0.009809921308411611
4.2,0.09893394743894063
4.3,0.32173993574079857
4.4,0.2478827622336123
4.5,0.25727270750710746
4.6,0.054459735672073226
4.7,0.004950495049548205
4.8,0.0
4.9,0.0
5.0,0.0
