dataset,GoodReadsDatasets_SWTest/GoodReads_3990_309t
ALPHA,0.1
G_Size,5
Iteration Count,46
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,8.111421393173619e-09
3.1,0.0032346046001210916
3.2,0.0
3.3,0.0
3.4,0.016397791652281602
3.5,0.031863932517175605
3.6,0.045257921144085056
3.7,0.0587193705147812
3.8,0.17720565915860306
3.9,0.08752119763988839
4.0,0.17359360778250524
4.1,0.12936281419006926
4.2,0.05742159416227813
4.3,0.10794774814218765
4.4,0.0507800237902057
4.5,0.02847909792729174
4.6,0.03221462866709882
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
