worker_id,worker_severity
0,-0.010412697315524492
1,0.053306221955744956
2,-0.7078809538480502
3,-0.7057821182017723
4,0.3000000000000002
5,-0.13808280791236088
6,0.0018074659425868912
7,0.24999999999999997
8,-0.24524347355628176
9,-0.2438011495740636
10,-0.3824447203491315
11,-0.4635331339658088
12,0.4239960736922531
13,-1.8
14,0.17558894367770708
15,0.5029712816590528
16,-0.24362147629470488
17,0.012579569772301106
18,0.19426191299379397
19,0.37102528786472344
20,-0.8784487259026331
21,0.051598420422041914
22,0.6390445558317888
23,-0.19860821233710887
24,0.3349014646981476
25,-0.09294340939202365
26,0.07273787737839846
27,0.17542191838708066
28,-0.45924647137091285
29,-0.18130024553710034
30,0.2724644900926692
31,0.07751814542246656
32,-0.03915460030463372
33,0.1808442744238532
34,0.20572240158734234
35,-0.12675772428208745
36,-0.3776899241221901
37,0.37552099151676577
38,-0.08908372961903385
39,-0.05886116142130507
40,-0.06886367470206561
41,0.365535945263757
42,0.20000000000000015
43,-0.6999999999999995
44,-0.05327265474216005
45,-0.1393939393938287
46,-0.21515954028140621
47,0.22743457383219215
48,-0.2382333067383837
49,0.3035640814096099
50,0.20000000000000018
51,0.039191254727430715
52,-0.5826966834682068
53,0.3608088080390782
54,-0.22474573597249076
55,0.2557857271541013
56,0.36439083875357564
57,0.29215404231569103
58,0.5151916567661103
59,-0.0024154086857104597
60,-0.27696498518023
61,0.5105071747813051
62,0.38166949323370813
63,0.4362823610385406
64,-0.45469206118608624
65,0.3704743322239442
66,0.20000000000000015
67,0.20266330837343477
68,0.289358212301012
69,0.20000000000000018
70,0.004307049077151598
71,-0.7999999999999999
72,-0.036012636984881906
73,0.2000000000000002
74,-0.023845998701087542
75,0.27043899501888435
76,-1.4514140875133401
77,0.008368101131928544
78,0.2651981491047445
79,0.09576787362618043
80,0.47009879555902256
81,-0.2374310648990933
82,-0.125411809190562
83,-0.9839791031780579
84,-0.4044555498998078
85,0.04815325957154833
86,0.21440522679510984
87,0.16808829374153825
88,-0.2690340606303868
89,0.22446686207276229
90,-0.4040390579482957
91,0.4396662015252876
92,0.17531447563081468
93,0.003657412732701685
94,0.04827240620958029
95,0.20000000000000018
96,0.4438154958157433
97,-1.7999999999999994
98,0.39999999999999986
99,-0.2079805453150363
100,0.13336784772446195
101,0.1751938820141755
102,0.20000000000000018
103,0.39111883127688357
104,0.17196864671996953
105,0.20000000000000015
106,0.15702730756436636
107,0.24720404000033047
108,0.19753296182589306
109,0.1883229788155088
110,0.29713402760085006
111,0.5986312479742766
112,0.25415885366557334
113,-0.15857828221831533
114,-0.17512083539498685
115,0.35529297215324196
116,0.3169736030665422
117,0.47569635528838433
118,-0.010262380227455705
119,-0.3957649699264526
120,0.21155504748432938
121,0.14201303469562002
122,0.04691819949127428
123,0.30785861794347397
124,0.5390000306067732
125,0.06570169086446198
126,0.20000000000000015
127,0.31548529674669273
128,-0.2691764881219834
129,0.19206312991032465
130,0.38316820479520924
131,0.3261895863505801
132,-0.17673985273416482
133,-0.18134790643623533
134,0.20000000000000018
135,0.3885342388228636
136,0.3437866681564455
137,0.13331386614180346
138,0.38804935919328465
139,0.20000000000000012
140,0.2244131858428786
141,0.20000000000000012
142,0.22135850591263082
143,-0.0008394388424858881
144,0.2609939984817222
145,0.5192847438903022
146,-0.17808082122205235
147,-0.7449543798394654
148,-0.0014986326369193013
149,0.10596807190168928
150,0.43394730321301717
151,0.1381193537815406
152,0.4500000593018846
153,-0.8082208153555109
154,0.4011683622387504
155,-0.025142372097812418
156,0.24851298305157618
157,0.22972554620555993
158,-0.21996078834879232
159,0.459409023213895
160,-0.6740458167181405
161,0.1997159075666987
162,0.2745329297594663
163,0.449521004957692
164,-1.7999999999999998
165,0.4040353053411281
166,0.20000000000000012
167,0.11791194495401058
168,-0.2642119962743996
169,0.3609674666042794
170,-1.1121113560728633
171,0.2290463484638496
172,-0.2093756631150652
173,0.25251252783964384
174,0.20000000000000018
175,-0.41144969608790893
176,0.05757635271350176
177,0.16593037643095462
178,-0.23044112272920805
179,-0.11764759946552966
180,0.20000000000000018
181,0.18172632853730733
182,0.3169720347155258
183,0.25
184,-0.5928061966372943
185,-0.1566481737667042
186,-1.6192601222063383
187,0.32569243840271905
188,0.20000000000000018
189,-0.8
190,0.5054887639675697
191,0.2000000000000001
192,-0.61132245747948
193,0.19281868656313392
194,0.18758575812764847
195,0.4136962047873579
196,0.01206463692522707
197,0.29070344101373485
198,-0.7999999999999998
199,0.2969755455422729
200,0.231128973770225
201,0.14954333657442864
202,0.27240544396189903
203,-0.15122838567152647
204,-0.8
205,0.21027566352521218
206,-0.7844710317489981
207,0.20000000000000015
208,0.2991554569115359
209,-0.4452298768550534
