k_value,phi_k
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0
3.9,0.009901012526819858
4.0,0.004997965621865268
4.1,0.02438106687771794
4.2,0.05394572809434862
4.3,0.0949135476715494
4.4,0.1680953730045613
4.5,0.25264626414792973
4.6,0.22774843043939272
4.7,0.12377878434570411
4.8,0.03959182727010941
4.9,0.0
5.0,0.0
