dataset,DouBanDatasets_RedundancyCut/Douban_202t_526w_12r
ALPHA,0.1
G_Size,5
Iteration Count,35
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.004950494290489511
3.2,1.2320412546526468e-12
3.3,0.0
3.4,0.0
3.5,0.004968860558917917
3.6,0.0
3.7,0.0
3.8,0.03830742551232112
3.9,0.014056038635860373
4.0,0.09113361069489558
4.1,0.01996272929226809
4.2,0.21773968853344527
4.3,2.391949699101845e-14
4.4,6.93000784406612e-08
4.5,0.2743347401111791
4.6,2.5586950952717326e-09
4.7,0.21442085715633755
4.8,0.09899813445630049
4.9,0.021127348897943647
5.0,0.0
